Run_accession	datePubli	sraID	BioSample	collection_date	geo_loc_name	lat_lon	list_extra	BioProject	title	abstract	ext_link_db	ext_link_id	ext_link_label	strain	isolate	specie	Isolate_accession_number	Isoniazid	Rifampicin	Ethambutol	Pyrazinamide	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin	Amikacin	Capreomycin	Kanamycin
ERR400479	2014-03-12 22:31:49	ERA279215	SAMEA2297050				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297050'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010510'}, {'sample name': 'C00010510'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389437	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400480	2014-03-12 22:31:49	ERA279215	SAMEA2297051				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297051'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010511'}, {'sample name': 'C00010511'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389438	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100435	2015-07-23 22:36:14	SRA277626	SAMN03647608	missing	missing	missing	[{'isolate': 'C00010514'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010514	Mycobacterium tuberculosis	SAMN03647608	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100436	2015-07-23 22:36:14	SRA277626	SAMN03647609	missing	missing	missing	[{'isolate': 'C00010515'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010515	Mycobacterium tuberculosis	SAMN03647609	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400481	2014-03-12 22:31:49	ERA279215	SAMEA2297052				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297052'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010516'}, {'sample name': 'C00010516'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389439	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100437	2015-07-17 00:01:54	SRA277626	SAMN03647610	missing	missing	missing	[{'isolate': 'C00010518'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010518	Mycobacterium tuberculosis	SAMN03647610	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100438	2015-07-22 14:05:17	SRA277626	SAMN03647611	missing	missing	missing	[{'isolate': 'C00010519'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010519	Mycobacterium tuberculosis	SAMN03647611	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100439	2015-07-17 00:01:54	SRA277626	SAMN03647612	missing	missing	missing	[{'isolate': 'C00010521'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010521	Mycobacterium tuberculosis	SAMN03647612	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400483	2014-03-12 22:31:49	ERA279215	SAMEA2297054				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297054'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010522'}, {'sample name': 'C00010522'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389441	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100440	2015-07-22 19:05:17	SRA277626	SAMN03647613	missing	missing	missing	[{'isolate': 'C00010523'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010523	Mycobacterium tuberculosis	SAMN03647613	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100441	2015-07-23 16:26:12	SRA277626	SAMN03647614	missing	missing	missing	[{'isolate': 'C00010525'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010525	Mycobacterium tuberculosis	SAMN03647614	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100442	2015-07-23 12:02:16	SRA277626	SAMN03647615	missing	missing	missing	[{'isolate': 'C00010526'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010526	Mycobacterium tuberculosis	SAMN03647615	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400487	2014-03-12 22:31:49	ERA279215	SAMEA2297058				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297058'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010530'}, {'sample name': 'C00010530'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389445	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400489	2014-03-12 22:31:49	ERA279215	SAMEA2297060				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297060'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010532'}, {'sample name': 'C00010532'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389447	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400490	2014-03-12 22:31:49	ERA279215	SAMEA2297061				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297061'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010533'}, {'sample name': 'C00010533'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389448	S	S	S	S	No result	No result	No result	No result	No result	No result	No result
SRR2100443	2015-07-17 00:00:00	SRA277626	SAMN03647616	missing	missing	missing	[{'isolate': 'C00010534'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010534	Mycobacterium tuberculosis	SAMN03647616	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100444	2015-07-17 00:00:00	SRA277626	SAMN03647617	missing	missing	missing	[{'isolate': 'C00010535'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010535	Mycobacterium tuberculosis	SAMN03647617	S	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400491	2014-03-12 22:31:49	ERA279215	SAMEA2297062				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297062'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010536'}, {'sample name': 'C00010536'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389449	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100445	2015-07-22 20:03:18	SRA277626	SAMN03647618	missing	missing	missing	[{'isolate': 'C00010537'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010537	Mycobacterium tuberculosis	SAMN03647618	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100446	2015-07-22 18:08:17	SRA277626	SAMN03647619	missing	missing	missing	[{'isolate': 'C00010539'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010539	Mycobacterium tuberculosis	SAMN03647619	R	S	S	S	S	No result	No result	No result	No result	No result	No result
ERR400492	2014-03-12 22:31:49	ERA279215	SAMEA2297063				[{'ENA-FIRST-PUBLIC': '2014-03-03'}, {'ENA-LAST-UPDATE': '2014-01-06'}, {'External Id': 'SAMEA2297063'}, {'INSDC center alias': 'UNIVERISTY OF OXFORD'}, {'INSDC center name': 'University of Oxford, Oxford, UK'}, {'INSDC first public': '2014-03-03T16:32:10Z'}, {'INSDC last update': '2014-01-06T14:23:01Z'}, {'INSDC status': 'public'}, {'Submitter Id': 'C00010540'}, {'sample name': 'C00010540'}]	PRJEB5162	An observational study of M. tuberculosis transmission in Oxfordshire using whole pathogen genome sequences	Tuberculosis incidence has risen by over 20% since 2000 with additional cases largely accounted for by patients born overseas. To understand the relative contributions of reactivated and newly acquired disease to overall incidence, we use whole genome sequencing (WGS) to investigate the epidemiology of tuberculosis in Oxfordshire.  We identified all Oxfordshire tuberculosis patients between 2007-2012 and sequenced positive cultures at the Wellcome Trust Centre for Human Genetics in Oxford using Illumina technology. Epidemiological data was derived from past contact investigations and from the PHE Extended Tuberculosis Surveillance database.     In total 385 patients with tuberculosis were identified and 253/269 of those with culture confirmed diseases sequenced. 11% of cases were genomically linked to another case, but epidemiological investigations had previously identified only up to 50% of these transmission events. 254 patients were born in a country with an incidence >50/100000, but it was those born in countries with an incidence less than 50/100000 who were more likely to have pulmonary disease (p=0.02), and who were more likely be part of a WGS defined cluster (p<0.001). Interrogating an archive of previously sequenced cases, Oxfordshire patients could be genomically linked to patients in the Midlands on two occasions.   These results demonstrate how WGS can help clarify local tuberculosis epidemiology, direct contact investigations and inform the design of control measures, and identify potential transmission events across geographical boundaries.						Mycobacterium tuberculosis	ERS389450	S	S	S	S	S	No result	No result	No result	No result	No result	No result
SRR2100447	2015-07-17 00:01:54	SRA277626	SAMN03647620	missing	missing	missing	[{'isolate': 'C00010541'}, {'collected_by': 'missing'}, {'collection_date': 'missing'}, {'geo_loc_name': 'missing'}, {'host': 'missing'}, {'host_disease': 'missing'}, {'isolation_source': 'missing'}, {'lat_lon': 'missing'}, {'BioSampleModel': 'Pathogen.cl'}]	PRJNA282721	Mycobacterium tuberculosis Raw sequence reads	This study used 3651 M. tuberculosis whole genome sequences to identify mutations causing resistance to first and second line anti-tuberculosis drugs, as well as mutations consistent with susceptibility to these drugs. Some of the data has already been uploaded to the ENA. All metadata can be accessed via the publication (Walker, Kohl, Vally Omar, Hedge et al, currently under consideration at the Lancet Infectious Diseases.	bioproject	282721	PRJNA282721		C00010541	Mycobacterium tuberculosis	SAMN03647620	S	S	S	S	S	No result	No result	No result	No result	No result	No result
